Problem Name,AC Rate,Language,Difficulty,Topics,Solved,Attempt,Error Messages,Status Runtime,Memory MB,Runtime Percentile,Memory Percentile
account-balance-after-rounded-purchase,51.636237897648684,C,Easy,['Math'],True,0,{},2 ms,5.324,41.6666,97.2222
account-balance-after-rounded-purchase,51.636237897648684,C#,Easy,['Math'],True,0,{},22 ms,26.744,54.54539999999999,22.72740000000001
account-balance-after-rounded-purchase,51.636237897648684,C++,Easy,['Math'],True,1,{'0': 'Wrong Answer'},0 ms,7.16,100.0,7.707999999999998
account-balance-after-rounded-purchase,51.636237897648684,Dart,Easy,['Math'],True,0,{},318 ms,149.548,33.33339999999999,33.33339999999999
account-balance-after-rounded-purchase,51.636237897648684,Elixir,Easy,['Math'],True,0,{},277 ms,72.376,33.33339999999999,66.66669999999999
account-balance-after-rounded-purchase,51.636237897648684,Erlang,Easy,['Math'],True,1,{'0': 'Wrong Answer'},207 ms,59.096,16.66650000000002,16.66660000000001
account-balance-after-rounded-purchase,51.636237897648684,Go,Easy,['Math'],True,0,{},1 ms,1.944,60.0,35.0
account-balance-after-rounded-purchase,51.636237897648684,Java,Easy,['Math'],False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
account-balance-after-rounded-purchase,51.636237897648684,JavaScript,Easy,['Math'],True,2,"{'0': 'Wrong Answer', '1': 'Wrong Answer'}",44 ms,48.964,87.037,5.555400000000018
account-balance-after-rounded-purchase,51.636237897648684,Kotlin,Easy,['Math'],False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
account-balance-after-rounded-purchase,51.636237897648684,PHP,Easy,['Math'],False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
account-balance-after-rounded-purchase,51.636237897648684,Python2,Easy,['Math'],True,0,{},15 ms,11.5,47.14279999999998,100.0
account-balance-after-rounded-purchase,51.636237897648684,Python3,Easy,['Math'],False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
account-balance-after-rounded-purchase,51.636237897648684,Racket,Easy,['Math'],True,0,{},177 ms,99.984,33.33339999999999,100.0
account-balance-after-rounded-purchase,51.636237897648684,Ruby,Easy,['Math'],True,1,{'0': 'Wrong Answer'},64 ms,211.296,22.22230000000002,66.66669999999999
account-balance-after-rounded-purchase,51.636237897648684,Rust,Easy,['Math'],True,0,{},0 ms,2.08,100.0,40.0
account-balance-after-rounded-purchase,51.636237897648684,Scala,Easy,['Math'],True,2,"{'0': 'Compile Error', '1': 'Wrong Answer'}",414 ms,51.376,33.33339999999999,100.0
account-balance-after-rounded-purchase,51.636237897648684,Swift,Easy,['Math'],False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
account-balance-after-rounded-purchase,51.636237897648684,TypeScript,Easy,['Math'],True,1,{'0': 'Wrong Answer'},60 ms,50.612,55.172299999999986,6.89639999999998
buy-two-chocolates,70.06245377239166,C,Easy,"['Array', 'Sorting']",True,0,{},0 ms,5.88,100.0,99.79809999999999
buy-two-chocolates,70.06245377239166,C#,Easy,"['Array', 'Sorting']",True,2,"{'0': 'Wrong Answer', '1': 'Wrong Answer'}",75 ms,46.904,73.0318,5.772799999999987
buy-two-chocolates,70.06245377239166,C++,Easy,"['Array', 'Sorting']",True,0,{},11 ms,50.372,73.00650000000002,16.420599999999997
buy-two-chocolates,70.06245377239166,Dart,Easy,"['Array', 'Sorting']",True,0,{},444 ms,150.772,52.8562000000001,32.85710000000001
buy-two-chocolates,70.06245377239166,Elixir,Easy,"['Array', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
buy-two-chocolates,70.06245377239166,Erlang,Easy,"['Array', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
buy-two-chocolates,70.06245377239166,Go,Easy,"['Array', 'Sorting']",True,0,{},4 ms,3.428,76.2972,70.283
buy-two-chocolates,70.06245377239166,Java,Easy,"['Array', 'Sorting']",True,0,{},2 ms,44.492,56.1504,28.748000000000044
buy-two-chocolates,70.06245377239166,JavaScript,Easy,"['Array', 'Sorting']",True,1,{'0': 'Wrong Answer'},95 ms,53.02,27.610500000000002,5.011500000000016
buy-two-chocolates,70.06245377239166,Kotlin,Easy,"['Array', 'Sorting']",True,0,{},175 ms,41.028,98.14210000000003,27.36470000000002
buy-two-chocolates,70.06245377239166,PHP,Easy,"['Array', 'Sorting']",True,0,{},27 ms,19.876,18.113099999999992,11.32070000000002
buy-two-chocolates,70.06245377239166,Python2,Easy,"['Array', 'Sorting']",True,0,{},48 ms,11.76,33.954600000000006,65.42439999999999
buy-two-chocolates,70.06245377239166,Python3,Easy,"['Array', 'Sorting']",True,0,{},71 ms,16.576,21.858699999999995,85.495
buy-two-chocolates,70.06245377239166,Racket,Easy,"['Array', 'Sorting']",True,0,{},187 ms,101.108,71.42859999999999,71.42859999999999
buy-two-chocolates,70.06245377239166,Ruby,Easy,"['Array', 'Sorting']",True,0,{},110 ms,211.744,5.465499999999938,71.03839999999997
buy-two-chocolates,70.06245377239166,Rust,Easy,"['Array', 'Sorting']",True,0,{},0 ms,2.224,100.0,20.936999999999994
buy-two-chocolates,70.06245377239166,Scala,Easy,"['Array', 'Sorting']",True,0,{},541 ms,58.4,81.96739999999997,37.70539999999993
buy-two-chocolates,70.06245377239166,Swift,Easy,"['Array', 'Sorting']",True,0,{},36 ms,15.532,8.977099999999995,21.085599999999996
buy-two-chocolates,70.06245377239166,TypeScript,Easy,"['Array', 'Sorting']",True,0,{},102 ms,54.74,18.901599999999977,5.207200000000015
check-if-a-string-is-an-acronym-of-words,82.78587760922478,C,Easy,"['Array', 'String']",True,0,{},11 ms,6.12,17.901099999999996,99.3827
check-if-a-string-is-an-acronym-of-words,82.78587760922478,C#,Easy,"['Array', 'String']",True,0,{},84 ms,51.5,77.84839999999998,8.228200000000015
check-if-a-string-is-an-acronym-of-words,82.78587760922478,C++,Easy,"['Array', 'String']",True,0,{},12 ms,43.044,61.780100000000004,6.125499999999998
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Dart,Easy,"['Array', 'String']",True,0,{},385 ms,150.636,46.66690000000001,30.000200000000035
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Elixir,Easy,"['Array', 'String']",True,0,{},406 ms,72.38,100.0,100.0
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Erlang,Easy,"['Array', 'String']",True,2,"{'0': 'Runtime Error', '1': 'Compile Error'}",456 ms,59.62,50.0,100.0
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Go,Easy,"['Array', 'String']",True,0,{},5 ms,3.708,56.96200000000001,5.6961999999999975
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Java,Easy,"['Array', 'String']",True,0,{},2 ms,44.708,57.5232,18.76579999999999
check-if-a-string-is-an-acronym-of-words,82.78587760922478,JavaScript,Easy,"['Array', 'String']",True,0,{},76 ms,54.184,41.96350000000004,5.286000000000012
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Kotlin,Easy,"['Array', 'String']",True,0,{},211 ms,38.528,40.7398,7.407000000000014
check-if-a-string-is-an-acronym-of-words,82.78587760922478,PHP,Easy,"['Array', 'String']",True,0,{},8 ms,20.02,91.89190000000002,5.4055000000000035
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Python2,Easy,"['Array', 'String']",True,0,{},36 ms,11.752,29.60779999999998,63.9215
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Python3,Easy,"['Array', 'String']",True,0,{},53 ms,16.46,68.6937,96.5321
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Racket,Easy,"['Array', 'String']",True,0,{},194 ms,101.216,100.0,33.33339999999999
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Ruby,Easy,"['Array', 'String']",True,0,{},55 ms,211.476,94.1176,76.4705
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Rust,Easy,"['Array', 'String']",True,0,{},0 ms,2.08,100.0,90.4761
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Scala,Easy,"['Array', 'String']",True,0,{},542 ms,56.252,100.0,33.333299999999994
check-if-a-string-is-an-acronym-of-words,82.78587760922478,Swift,Easy,"['Array', 'String']",True,0,{},17 ms,15.68,95.91839999999999,28.57150000000002
check-if-a-string-is-an-acronym-of-words,82.78587760922478,TypeScript,Easy,"['Array', 'String']",True,0,{},85 ms,55.616,30.64479999999999,5.644299999999966
check-if-array-is-good,49.69235789032093,C,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},0 ms,5.752,100.0,100.0
check-if-array-is-good,49.69235789032093,C#,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},88 ms,45.368,25.926100000000027,7.407500000000027
check-if-array-is-good,49.69235789032093,C++,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},3 ms,25.776,91.0667,5.466499999999987
check-if-array-is-good,49.69235789032093,Dart,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},406 ms,149.848,25.0,37.5
check-if-array-is-good,49.69235789032093,Elixir,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},383 ms,72.472,50.0,50.0
check-if-array-is-good,49.69235789032093,Erlang,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},294 ms,59.664,50.0,50.0
check-if-array-is-good,49.69235789032093,Go,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},0 ms,3.448,100.0,31.111200000000004
check-if-array-is-good,49.69235789032093,Java,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},1 ms,42.68,97.5746,55.0374
check-if-array-is-good,49.69235789032093,JavaScript,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},62 ms,50.768,40.74070000000001,7.407400000000017
check-if-array-is-good,49.69235789032093,Kotlin,Easy,"['Array', 'Hash Table', 'Sorting']",True,1,{'0': 'Compile Error'},225 ms,38.844,14.28579999999999,14.28579999999999
check-if-array-is-good,49.69235789032093,PHP,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},14 ms,19.876,49.99990000000002,33.33339999999999
check-if-array-is-good,49.69235789032093,Python2,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},26 ms,11.484,79.16669999999998,93.0556
check-if-array-is-good,49.69235789032093,Python3,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},43 ms,16.548,89.18940000000003,80.57440000000001
check-if-array-is-good,49.69235789032093,Racket,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},195 ms,100.0,100.0,100.0
check-if-array-is-good,49.69235789032093,Ruby,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},73 ms,212.38,57.14289999999999,57.1429
check-if-array-is-good,49.69235789032093,Rust,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},0 ms,2.24,100.0,60.0
check-if-array-is-good,49.69235789032093,Scala,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},567 ms,57.652,100.0,100.0
check-if-array-is-good,49.69235789032093,Swift,Easy,"['Array', 'Hash Table', 'Sorting']",True,0,{},15 ms,15.636,87.5,12.5
